year,teams,url,url_comp_logo,team,qualified_as,qualified_on,url_team,comp_prev,team_alpha3
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,Denmark,Group 2 winner,11 October 2003,/wiki/Denmark_national_football_team,"6 (1964, 1984, 1988, 1992, 1996, 2000)",DNK
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,Germany,Group 5 winner,11 October 2003,/wiki/Germany_national_football_team,"8 (1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000)",DEU
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,Greece,Group 6 winner,11 October 2003,/wiki/Greece_national_football_team,1 (1980),GRC
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,England,Group 7 winner,11 October 2003,/wiki/England_national_football_team,"6 (1968, 1980, 1988, 1992, 1996, 2000)",GB-ENG
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,Italy,Group 9 winner,11 October 2003,/wiki/Italy_national_football_team,"5 (1968, 1980, 1988, 1996, 2000)",ITA
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,Switzerland,Group 10 winner,11 October 2003,/wiki/Switzerland_national_football_team,1 (1996),CHE
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,Croatia,Play-off winner,19 November 2003,/wiki/Croatia_national_football_team,1 (1996),HRV
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,Latvia,Play-off winner,19 November 2003,/wiki/Latvia_national_football_team,0 (debut),LVA
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,Netherlands,Play-off winner,19 November 2003,/wiki/Netherlands_national_football_team,"6 (1976, 1980, 1988, 1992, 1996, 2000)",NLD
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,Spain,Play-off winner,19 November 2003,/wiki/Spain_national_football_team,"6 (1964, 1980, 1984, 1988, 1996, 2000)",ESP
2004,16,https://en.wikipedia.org/wiki/UEFA_Euro_2004,//upload.wikimedia.org/wikipedia/en/thumb/3/39/UEFA_Euro_2004_logo.svg/200px-UEFA_Euro_2004_logo.svg.png,Russia,Play-off winner,19 November 2003,/wiki/Russia_national_football_team,"7 (1960, 1964, 1968, 1972, 1988, 1992, 1996)",RUS
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Austria,Co-host,12 December 2002,/wiki/Austria_national_football_team,0 (debut),AUT
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Switzerland,Co-host,12 December 2002,/wiki/Switzerland_national_football_team,"2 (1996, 2004)",CHE
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Germany,Group D runner-up,13 October 2007,/wiki/Germany_national_football_team,"9 (1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004)",DEU
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Greece,Group C winner,17 October 2007,/wiki/Greece_national_football_team,"2 (1980, 2004)",GRC
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Czech Republic,Group D winner,17 October 2007,/wiki/Czech_Republic_national_football_team,"6 (1960, 1976, 1980, 1996, 2000, 2004)",CZE
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Romania,Group G winner,17 October 2007,/wiki/Romania_national_football_team,"3 (1984, 1996, 2000)",ROU
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Poland,Group A winner,17 November 2007,/wiki/Poland_national_football_team,0 (debut),POL
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Italy,Group B winner,17 November 2007,/wiki/Italy_national_football_team,"6 (1968, 1980, 1988, 1996, 2000, 2004)",ITA
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,France,Group B runner-up,17 November 2007,/wiki/France_national_football_team,"6 (1960, 1984, 1992, 1996, 2000, 2004)",FRA
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Croatia,Group E winner,17 November 2007,/wiki/Croatia_national_football_team,"2 (1996, 2004)",HRV
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Spain,Group F winner,17 November 2007,/wiki/Spain_national_football_team,"7 (1964, 1980, 1984, 1988, 1996, 2000, 2004)",ESP
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Netherlands,Group G runner-up,17 November 2007,/wiki/Netherlands_national_football_team,"7 (1976, 1980, 1988, 1992, 1996, 2000, 2004)",NLD
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Portugal,Group A runner-up,21 November 2007,/wiki/Portugal_national_football_team,"4 (1984, 1996, 2000, 2004)",PRT
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Turkey,Group C runner-up,21 November 2007,/wiki/Turkey_national_football_team,"2 (1996, 2000)",TUR
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Russia,Group E runner-up,21 November 2007,/wiki/Russia_national_football_team,"8 (1960, 1964, 1968, 1972, 1988, 1992, 1996, 2004)",RUS
2008,16,https://en.wikipedia.org/wiki/UEFA_Euro_2008,//upload.wikimedia.org/wikipedia/en/thumb/1/1a/UEFA_Euro_2008_Logo.svg/200px-UEFA_Euro_2008_Logo.svg.png,Sweden,Group F runner-up,21 November 2007,/wiki/Sweden_national_football_team,"3 (1992, 2000, 2004)",SWE
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Poland,Co-host,18 April 2007,/wiki/Poland_national_football_team,1 (2008),POL
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Ukraine,Co-host,18 April 2007,/wiki/Ukraine_national_football_team,0 (debut),UKR
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Germany,Group A winner,2 September 2011,/wiki/Germany_national_football_team,"10 (1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004, 2008)",DEU
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Italy,Group C winner,6 September 2011,/wiki/Italy_national_football_team,"7 (1968, 1980, 1988, 1996, 2000, 2004, 2008)",ITA
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Netherlands,Group E winner,6 September 2011,/wiki/Netherlands_national_football_team,"8 (1976, 1980, 1988, 1992, 1996, 2000, 2004, 2008)",NLD
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Spain,Group I winner,6 September 2011,/wiki/Spain_national_football_team,"8 (1964, 1980, 1984, 1988, 1996, 2000, 2004, 2008)",ESP
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,England,Group G winner,7 October 2011,/wiki/England_national_football_team,"7 (1968, 1980, 1988, 1992, 1996, 2000, 2004)",GB-ENG
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Russia,Group B winner,11 October 2011,/wiki/Russia_national_football_team,"9 (1960, 1964, 1968, 1972, 1988, 1992, 1996, 2004, 2008)",RUS
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,France,Group D winner,11 October 2011,/wiki/France_national_football_team,"7 (1960, 1984, 1992, 1996, 2000, 2004, 2008)",FRA
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Greece,Group F winner,11 October 2011,/wiki/Greece_national_football_team,"3 (1980, 2004, 2008)",GRC
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Denmark,Group H winner,11 October 2011,/wiki/Denmark_national_football_team,"7 (1964, 1984, 1988, 1992, 1996, 2000, 2004)",DNK
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Sweden,Best runner-up,11 October 2011,/wiki/Sweden_national_football_team,"4 (1992, 2000, 2004, 2008)",SWE
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Croatia,Play-off winner,15 November 2011,/wiki/Croatia_national_football_team,"3 (1996, 2004, 2008)",HRV
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Czech Republic,Play-off winner,15 November 2011,/wiki/Czech_Republic_national_football_team,"7 (1960, 1976, 1980, 1996, 2000, 2004, 2008)",CZE
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Portugal,Play-off winner,15 November 2011,/wiki/Portugal_national_football_team,"5 (1984, 1996, 2000, 2004, 2008)",PRT
2012,16,https://en.wikipedia.org/wiki/UEFA_Euro_2012,//upload.wikimedia.org/wikipedia/en/thumb/e/e4/UEFA_Euro_2012_logo_%28artistic_version%29.svg/200px-UEFA_Euro_2012_logo_%28artistic_version%29.svg.png,Republic of Ireland,Play-off winner,15 November 2011,/wiki/Republic_of_Ireland_national_football_team,1 (1988),IRL
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,France,Host,28 May 2010,/wiki/France_national_football_team,"8 (1960, 1984, 1992, 1996, 2000, 2004, 2008, 2012)",FRA
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,England,Group E winner,5 September 2015,/wiki/England_national_football_team,"8 (1968, 1980, 1988, 1992, 1996, 2000, 2004, 2012)",GB-ENG
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Czech Republic,Group A winner,6 September 2015,/wiki/Czech_Republic_national_football_team,"8 (1960, 1976, 1980, 1996, 2000, 2004, 2008, 2012)",CZE
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Iceland,Group A runner-up,6 September 2015,/wiki/Iceland_national_football_team,0 (debut),ISL
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Austria,Group G winner,8 September 2015,/wiki/Austria_national_football_team,1 (2008),AUT
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Northern Ireland,Group F winner,8 October 2015,/wiki/Northern_Ireland_national_football_team,0 (debut),GB-NIR
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Portugal,Group I winner,8 October 2015,/wiki/Portugal_national_football_team,"6 (1984, 1996, 2000, 2004, 2008, 2012)",PRT
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Spain,Group C winner,9 October 2015,/wiki/Spain_national_football_team,"9 (1964, 1980, 1984, 1988, 1996, 2000, 2004, 2008, 2012)",ESP
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Switzerland,Group E runner-up,9 October 2015,/wiki/Switzerland_national_football_team,"3 (1996, 2004, 2008)",CHE
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Italy,Group H winner,10 October 2015,/wiki/Italy_national_football_team,"8 (1968, 1980, 1988, 1996, 2000, 2004, 2008, 2012)",ITA
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Belgium,Group B winner,10 October 2015,/wiki/Belgium_national_football_team,"4 (1972, 1980, 1984, 2000)",BEL
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Wales,Group B runner-up,10 October 2015,/wiki/Wales_national_football_team,0 (debut),GB-WLS
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Romania,Group F runner-up,11 October 2015,/wiki/Romania_national_football_team,"4 (1984, 1996, 2000, 2008)",ROU
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Albania,Group I runner-up,11 October 2015,/wiki/Albania_national_football_team,0 (debut),ALB
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Germany,Group D winner,11 October 2015,/wiki/Germany_national_football_team,"11 (1972, 1976, 1980, 1984, 1988, 1992, 1996, 2000, 2004, 2008, 2012)",DEU
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Poland,Group D runner-up,11 October 2015,/wiki/Poland_national_football_team,"2 (2008, 2012)",POL
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Russia,Group G runner-up,12 October 2015,/wiki/Russia_national_football_team,"10 (1960, 1964, 1968, 1972, 1988, 1992, 1996, 2004, 2008, 2012)",RUS
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Slovakia,Group C runner-up,12 October 2015,/wiki/Slovakia_national_football_team,0 (debut),SVK
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Croatia,Group H runner-up,13 October 2015,/wiki/Croatia_national_football_team,"4 (1996, 2004, 2008, 2012)",HRV
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Turkey,Best third-placed team,13 October 2015,/wiki/Turkey_national_football_team,"3 (1996, 2000, 2008)",TUR
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Hungary,Play-off winner,15 November 2015,/wiki/Hungary_national_football_team,"2 (1964, 1972)",HUN
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Republic of Ireland,Play-off winner,16 November 2015,/wiki/Republic_of_Ireland_national_football_team,"2 (1988, 2012)",IRL
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Sweden,Play-off winner,17 November 2015,/wiki/Sweden_national_football_team,"5 (1992, 2000, 2004, 2008, 2012)",SWE
2016,24,https://en.wikipedia.org/wiki/UEFA_Euro_2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/UEFA_Euro_2016_Logo.svg/220px-UEFA_Euro_2016_Logo.svg.png,Ukraine,Play-off winner,17 November 2015,/wiki/Ukraine_national_football_team,1 (2012),UKR
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Belgium,Group I winner,10 October 2019,/wiki/Belgium_national_football_team,"5 (1972, 1980, 1984, 2000, 2016)",BEL
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Italy,Group J winner,12 October 2019,/wiki/Italy_national_football_team,"9 (1968, 1980, 1988, 1996, 2000, 2004, 2008, 2012, 2016)",ITA
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Russia,Group I runner-up,13 October 2019,/wiki/Russia_national_football_team,"5 (1996, 2004, 2008, 2012, 2016)",RUS
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Poland,Group G winner,13 October 2019,/wiki/Poland_national_football_team,"3 (2008, 2012, 2016)",POL
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Ukraine,Group B winner,14 October 2019,/wiki/Ukraine_national_football_team,"2 (2012, 2016)",UKR
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Spain,Group F winner,15 October 2019,/wiki/Spain_national_football_team,"10 (1964, 1980, 1984, 1988, 1996, 2000, 2004, 2008, 2012, 2016)",ESP
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,France,Group H winner,14 November 2019,/wiki/France_national_football_team,"9 (1960, 1984, 1992, 1996, 2000, 2004, 2008, 2012, 2016)",FRA
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Turkey,Group H runner-up,14 November 2019,/wiki/Turkey_national_football_team,"4 (1996, 2000, 2008, 2016)",TUR
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,England,Group A winner,14 November 2019,/wiki/England_national_football_team,"9 (1968, 1980, 1988, 1992, 1996, 2000, 2004, 2012, 2016)",GB-ENG
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Czech Republic,Group A runner-up,14 November 2019,/wiki/Czech_Republic_national_football_team,"6 (1996, 2000, 2004, 2008, 2012, 2016)",CZE
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Finland,Group J runner-up,15 November 2019,/wiki/Finland_national_football_team,0 (debut),FIN
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Sweden,Group F runner-up,15 November 2019,/wiki/Sweden_national_football_team,"6 (1992, 2000, 2004, 2008, 2012, 2016)",SWE
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Croatia,Group E winner,16 November 2019,/wiki/Croatia_national_football_team,"5 (1996, 2004, 2008, 2012, 2016)",HRV
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Austria,Group G runner-up,16 November 2019,/wiki/Austria_national_football_team,"2 (2008, 2016)",AUT
2020,24,https://en.wikipedia.org/wiki/UEFA_Euro_2020,//upload.wikimedia.org/wikipedia/en/thumb/9/96/UEFA_Euro_2020_Logo.svg/220px-UEFA_Euro_2020_Logo.svg.png,Netherlands,Group C runner-up,16 November 2019,/wiki/Netherlands_national_football_team,"9 (1976, 1980, 1988, 1992, 1996, 2000, 2004, 2008, 2012)",NLD
